target_id,wavelength_bin_um,cwave_um,cband_um,aperture_flux_uJy,aperture_flux_unc_uJy,psf_flux_uJy,psf_flux_unc_uJy,measurement_count
ucs_0972,3.58,3.5835339724486386,0.10040392078973667,37504.0625,217.4326171875,39232.94921875,188.0992431640625,1
ucs_0972,3.62,3.6153094248029314,0.09775212716538531,39018.375,208.20203399658203,40655.111328125,190.23532104492188,2
ucs_0972,3.68,3.6802780567174005,0.10388423378358509,37638.51953125,227.32374572753906,39325.70703125,188.8611602783203,1
ucs_0972,3.72,3.712839781091258,0.10050432020877466,39798.05078125,215.0517349243164,41441.400390625,192.6844253540039,2
ucs_0972,3.8200000000000003,3.814249729382122,0.035031710112558734,39448.78515625,370.4611511230469,40423.515625,369.63348388671875,3
ucs_0972,3.84,3.847693299388929,0.03535433869120768,37214.81640625,371.28167724609375,38569.41796875,356.4132385253906,1
ucs_0972,3.9,3.893098052416713,0.03570974480753292,38619.8515625,365.3575744628906,39662.03515625,362.7249450683594,1
ucs_0972,3.92,3.9145875954734715,0.03598338315510685,38639.88671875,375.8335266113281,39135.9140625,367.21636962890625,1
ucs_0972,3.94,3.948687613228921,0.03628068702243399,37646.3984375,386.01348876953125,38097.7421875,362.7609558105469,1
ucs_0972,3.96,3.9612314638618793,0.03624979640578468,37868.50390625,371.1282653808594,38395.62109375,364.0068664550781,1
ucs_0972,3.98,3.983247554470049,0.03646197720456948,36609.1328125,362.3038330078125,36667.12109375,352.37017822265625,1
ucs_0972,4.0,3.9960037560844004,0.03667900705435624,37031.83203125,370.5721435546875,37597.74609375,363.2142333984375,1
ucs_0972,4.0200000000000005,4.018045418169853,0.036407608717057185,36005.96484375,362.8958435058594,36366.68359375,352.46234130859375,1
ucs_0972,4.04,4.030868462397619,0.0367392208593913,35446.01171875,365.0392761230469,36009.99609375,352.2942810058594,1
ucs_0972,4.0600000000000005,4.051655463160484,0.03685944430514346,34563.40234375,361.8553771972656,35029.7421875,350.1979522705078,2
ucs_0972,4.08,4.086917585764893,0.03667882140235676,33427.0625,352.79222106933594,33949.09765625,345.8738555908203,2
ucs_0972,4.12,4.122499504728914,0.03670118371174619,32122.7744140625,351.3560028076172,32538.3720703125,337.6674041748047,2
ucs_0972,4.16,4.161929252781961,0.037025633038827846,31739.0869140625,346.85076904296875,32055.5458984375,341.7409362792969,2
